4,3112.02857143,43.6257241719,3172.85714286,3090.54285714,3072.68571429
8,5221.63333333,91.4121341871,5327.04285714,5104.11428571,5233.74285714
16,8131.22380952,228.899250134,7957.02857143,8454.61428571,7982.02857143
32,11385.3285714,20.0852198002,11376.9857143,11413.0142857,11365.9857143
64,13640.5047619,144.402840406,13844.7142857,13536.9428571,13539.8571429
128,14232.4666667,355.53582334,13873.5857143,14106.9285714,14716.8857143
256,14406.1333333,252.651607165,14736.4571429,14358.9285714,14123.0142857
