4,1320.78571429,3.97892406747,1326.07142857,1319.81428571,1316.47142857
8,2615.80952381,13.3996463215,2623.11428571,2597.01428571,2627.3
16,5093.01428571,21.9551893669,5070.0,5086.47142857,5122.57142857
32,7300.52857143,36.915868682,7251.7,7340.94285714,7308.94285714
64,7364.65238095,28.3501150781,7337.48571429,7403.77142857,7352.7
128,7313.5,22.2569625275,7282.11428571,7327.12857143,7331.25714286
256,7315.24285714,16.7306675926,7316.27142857,7294.25714286,7335.2
