30,2.22222222222,0.00314269680527,2.22666666667,2.22,2.22
90,3.91222222222,0.0561963049618,3.83333333333,3.94333333333,3.96
150,5.90888888889,0.0416629627983,5.85,5.93666666667,5.94
210,7.28888888889,0.0264341716742,7.25333333333,7.29666666667,7.31666666667
270,8.98333333333,0.0622420603296,8.92666666667,9.07,8.95333333333
330,10.8444444444,0.0888749989148,10.7766666667,10.97,10.7866666667
390,13.3266666667,0.0995917592902,13.2,13.3366666667,13.4433333333
450,15.5977777778,0.0632650704244,15.6266666667,15.51,15.6566666667
510,17.7211111111,0.0408550584686,17.7233333333,17.77,17.67
570,19.5133333333,0.106562449088,19.47,19.41,19.66
630,21.4122222222,0.0681139205511,21.4933333333,21.3266666667,21.4166666667
690,24.04,0.377211994625,24.1833333333,23.5233333333,24.4133333333
750,26.1877777778,0.168881578789,26.12,26.0233333333,26.42
810,28.1877777778,0.481973822351,28.68,28.35,27.5333333333
870,30.4133333333,0.626264646461,29.5533333333,31.0266666667,30.66
