6,2370.06666667,9.21065881616,2375.22857143,2377.84285714,2357.12857143
36,8186.01904762,306.265677724,8173.02857143,7817.58571429,8567.44285714
72,10470.1285714,402.836033388,10389.2857143,10998.9285714,10022.1714286
108,10643.9904762,332.746184108,11057.3142857,10632.1428571,10242.5142857
144,10532.6952381,791.115211329,10247.4428571,11612.2142857,9738.42857143
180,11064.4428571,399.22458123,10685.4142857,10891.5714286,11616.3428571
192,10654.0,894.216312308,9531.31428571,10711.2428571,11719.4428571
